"utc_date","local_date","exp_id","exp_ver","id","prolific_id","browser","task","task_ver","gorilla_counterbalance","trial_row","rt","response","attempt","accuracy","dishonest","display","correct","event_name","counterbalance_order","block","phase","condition","seq_pos","test_rep","learn_rep","pred_learn_rep"
"09/02/2021 22:01:21","09/02/2021 17:01:22",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","pretraining",5,"SS5",5,809,1,1,1,0,"seq_trial",1,"grocery store.png","SS5",1,"chunked","pred",1,NA,1,1
"09/02/2021 22:01:23","09/02/2021 17:01:23",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","pretraining",5,"SS5",6,728,4,1,1,0,"seq_trial",4,"grocery store.png","SS5",1,"chunked","pred",2,NA,1,1
"09/02/2021 22:01:24","09/02/2021 17:01:25",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","pretraining",5,"SS5",7,776,3,1,1,0,"seq_trial",3,"grocery store.png","SS5",1,"chunked","pred",3,NA,1,1
"09/02/2021 22:01:25","09/02/2021 17:01:26",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","pretraining",5,"SS5",8,625,4,1,1,0,"seq_trial",4,"grocery store.png","SS5",1,"chunked","pred",4,NA,1,1
"09/02/2021 22:01:26","09/02/2021 17:01:27",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","pretraining",5,"SS5",9,737,2,1,1,0,"seq_trial",2,"grocery store.png","SS5",1,"chunked","pred",5,NA,1,1
"09/02/2021 22:01:28","09/02/2021 17:01:28",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","pretraining",5,"SS5",10,762,3,1,1,0,"seq_trial",3,"grocery store.png","SS5",1,"chunked","pred",6,NA,1,1
"09/02/2021 22:01:33","09/02/2021 17:01:34",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","pretraining",5,"SS5",13,615,1,1,1,0,"seq_trial",1,"grocery store.png","SS5",1,"chunked","pred",1,NA,2,2
"09/02/2021 22:01:34","09/02/2021 17:01:35",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","pretraining",5,"SS5",14,525,4,1,1,0,"seq_trial",4,"grocery store.png","SS5",1,"chunked","pred",2,NA,2,2
"09/02/2021 22:01:35","09/02/2021 17:01:36",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","pretraining",5,"SS5",15,594,3,1,1,0,"seq_trial",3,"grocery store.png","SS5",1,"chunked","pred",3,NA,2,2
"09/02/2021 22:01:36","09/02/2021 17:01:37",40999,4,3008743,"5f3c23cbcee6b3a3c4faff76","Firefox 85.0","pretraining",5,"SS5",16,633,4,1,1,0,"seq_trial",4,"grocery store.png","SS5",1,"chunked","pred",4,NA,2,2
